chunk_id,document_id,themes,rules,exceptions,merchant_specific,confidence_score
Merchant Info Sheet - Droplet_chunk_1,Merchant Info Sheet - Droplet,Invoice Display and Formatting Rules; Contract and Payment Terms Configuration; Purchase Order (PO) Processing Workflows; Customer Information and Address Handling; Internal Communication and Notification Protocols,"Do not display discount percentage or discount amount unless explicitly called out as its own line item; Do not include bulleted descriptions of line items anywhere on invoice; Do not include Transaction Processing Fees (handled in Billing Settings); No taxes should be included as a line item; Contract length and payment terms differ by contract and must refer to contract; Default Service Term must refer to contract; Default Net Payment Terms must refer to contract (displayed under Payment schedule); Default Billing Frequency must refer to contract; If PO is uploaded with associated MSA, input PO number on originally generated invoices and mark PO as processed with no BTs; If no MSA exists for uploaded PO customer, process the PO as a contract and generate invoices; Include PO# in Key Terms if stated in contract; All Statsig integration items should be labeled as 'Sales'; All Pinata integration items should be labeled as 'Software Subscription Bundle' unless otherwise noted by Merchant","Discount display exception: Only show if explicitly called out as its own line item; PO processing exception: Different workflows for customers with MSA vs without MSA; PNW BOCES special case: Do not use 'Ship To' field for address creation; use 'Item Description' instead; PNW BOCES customer naming: Use actual customer name (e.g., 'Oneida CSD') not the ship-to name (e.g., 'Putnam No Westchester BOCES'); Pinata integration labeling exception: Default to 'Software Subscription Bundle' unless merchant specifies otherwise; Contract-specific variations: Some contracts may have back-dated invoice dates (e.g., final day of month); Merchant-specific invoice memos: Certain invoices require special memos due to merchant-customer relationships","Contract length (varies by merchant/contract); Payment terms (varies by merchant/contract); Service term (varies by merchant/contract); Billing frequency (varies by merchant/contract); Events billing processing (Implementation Success to fill per merchant); Integration item labeling rules (merchant-specific: Statsig, Pinata examples provided); Post-processing notification requirements (who to notify, when, and where - varies by merchant); Customer-specific address handling rules (e.g., PNW BOCES); Special invoice memos based on merchant-customer relationships; Feature requests tracking (per merchant); Rewatch call recordings (merchant-specific: Droplet, Diego Benjamin examples); Internal merchant channels for notifications (e.g., Messari internal merchant channel); Merchant phase tracking (Implementation vs Active); Specific customer names and contact persons (e.g., Azmat Aziz for Customer Success)",0.85
Merchant Info Sheet - Droplet_chunk_2,Merchant Info Sheet - Droplet,Merchant relationship management and key stakeholder identification; Billing complexity and payment structures; Implementation process and documentation; Parent-child organizational relationships; Customer temperament and partnership quality assessment,Billing is typically annual and paid up front; Merchants fall under school district billing cycles; Parent-child relationship billing must be accommodated; Bill-to and ship-to addresses may differ and need separate handling; Key POC (Point of Contact) must be identified as the buyer/decision maker; Platform usage should align with key POC's needs and satisfaction; Implementation team and Account Executive (AE) are responsible for filling merchant relationship information; Operations International Team should ignore certain sections marked for AE/Implementation,BOC is noted as 'one of the more gnarly ones' - indicating it requires special handling for bill vs ship-to address complexity; Some merchants may have complexities in parent-child billing relationships that deviate from standard processes; School district cycle timing may create exceptions to standard billing schedules,"Merchant temperament assessment (e.g., 'Diego is awesome and going to be an excellent partner'); Key POC identification (Diego as main user, Mike as secondary stakeholder); Specific stakeholder relationships (Mike's satisfaction depends on Diego's happiness); Individual merchant's preferred Tabs features; Organizational structure (parent-child relationships); Billing address configurations (bill-to vs ship-to); Industry vertical (school district in this case); Payment timing preferences (annual up front)",0.85
Merchant Info Sheet_ Proof(1)_chunk_1,Merchant Info Sheet_ Proof(1),Video meeting documentation and recordings; Project scoping and requirements gathering; Client synchronization and alignment meetings; Demonstration sessions with stakeholders; Collaboration with outsourced/third-party service providers,"Meeting recordings are stored and referenced via rewatch.com platform; Video URLs follow a specific format pattern: rewatch.com/video/[video-id]-[participants]-[topic]-[date]; Meeting titles include date stamps in M/D/YY format; Meeting recordings include participant names in the URL structure; Sequential meetings are documented chronologically (April 5, 8, and 11, 2024); Different meeting types are distinguished: scoping calls, sync meetings, and demos",Demo meetings may include external parties (outsourced accountants) beyond primary participants; Meeting URLs may have varying levels of detail in their descriptive components; Some meetings are labeled as 'Additional' suggesting follow-up or supplementary sessions,"Participant names: Benjamin, Nicholas, Ty, Nick (may be merchant-specific team members); Use of 'tabs.rewatch.com' domain suggests specific organizational setup; Reference to 'outsourced accountants' indicates specific business relationship structure; Meeting topics like 'path-forward' and 'scoping call' may reflect merchant's project methodology; Video ID format and structure may be organization-specific",0.45
Merchant Info Sheet_ Proof(1)_chunk_0,Merchant Info Sheet_ Proof(1),Contract Processing and Default Terms; Billing Model and Payment Processing; Integration and System Setup; Stakeholder Roles and Responsibilities; Implementation Timeline and Milestones,"{'rule': 'Default to 1 year contract term if not specified', 'category': 'contract_defaults', 'explicit': True}; {'rule': 'Default to Net 30 payment terms if not specified', 'category': 'payment_terms', 'explicit': True}; {'rule': 'Default to quarterly billing if not specified', 'category': 'billing_frequency', 'explicit': True}; {'rule': 'Auto extend contract to 3 months past end date unless canceled', 'category': 'contract_renewal', 'explicit': True}; {'rule': 'Link all BTs (billing terms) to Implementation - SaaS: Implementation for implementation items', 'category': 'integration_mapping', 'explicit': True}; {'rule': 'Link all BTs to SaaS:Subscription for everything else (non-implementation)', 'category': 'integration_mapping', 'explicit': True}; {'rule': ""Ignore all optional terms like 'upgrade to Pro for x'"", 'category': 'contract_processing', 'explicit': True}; {'rule': 'Ignore any events-based terms and escalate to proof-io if needed', 'category': 'events_processing', 'explicit': True}; {'rule': 'If no contact emails available, add manually in Tabs', 'category': 'data_entry', 'explicit': True}; {'rule': 'Use QBO as the general ledger system', 'category': 'system_integration', 'explicit': True}; {'rule': 'Send invoices through Stripe', 'category': 'invoicing', 'explicit': True}","{'exception': '3-5 contracts out of 22 total have usage-based billing instead of standard recurring terms', 'context': 'billing_model'}; {'exception': 'Optional upgrade terms should be ignored during contract processing', 'context': 'contract_terms'}; {'exception': 'Events-based terms require escalation rather than standard processing', 'context': 'events_processing'}; {'exception': 'Special memos may be required for certain invoices due to merchant-customer relationships', 'context': 'invoice_customization'}","{'element': 'Company: Proof - B2B SaaS platform for verified ESG Impact Data', 'type': 'business_context'}; {'element': 'Key stakeholders: Ty Boshyan (CFO, primary user), Leandra Jarvis and Sara Builes (outsourced accountants)', 'type': 'personnel'}; {'element': 'Implementation dates: Scoping Apr 5, 2024; Go-live Apr 15, 2024; MSA signed Apr 12, 2024', 'type': 'timeline'}; {'element': '22 total contracts with mixed billing models', 'type': 'contract_volume'}; {'element': 'Accountants plan to bring Tabs to 4-5 other clients post-implementation', 'type': 'expansion_plan'}; {'element': 'Current tech stack: QBO (general ledger), Stripe (invoicing and payments), Google Sheets (contract tracking)', 'type': 'systems'}; {'element': ""Escalation point: 'proof-io' for events-based terms"", 'type': 'escalation_process'}; {'element': ""Integration items labeled as 'SaaS:Implementation' and 'SaaS:Subscription'"", 'type': 'terminology'}",0.92
Merchant Info Sheet - Lawtrades(1)_chunk_0,Merchant Info Sheet - Lawtrades(1),Merchant Onboarding Timeline and Milestones; Key Stakeholder Identification and Contact Information; Business Context and Financial Metrics; Implementation Goals and Pain Points; Revenue Workflow Automation and DSO Improvement,"{'rule': 'Document must capture critical dates including Demo date, Scoping start date, MSA Signature Date, Onboarding Kick Off Date, Opt Out Date (if exists), and Go Live Date', 'type': 'explicit', 'category': 'timeline_tracking'}; {'rule': 'Key personnel must be identified including Head of Finance and Operations, COO, and Billing POC with LinkedIn profiles', 'type': 'explicit', 'category': 'stakeholder_management'}; {'rule': 'GTM POC and Implementation POC must be assigned for each merchant', 'type': 'explicit', 'category': 'internal_ownership'}; {'rule': 'ERP and Tax Integration systems must be documented', 'type': 'explicit', 'category': 'technical_integration'}; {'rule': 'Company summary must be provided by Account Executive (AE)', 'type': 'explicit', 'category': 'responsibility_assignment'}; {'rule': 'Goals section must be filled by both AE and Implementation team collaboratively', 'type': 'explicit', 'category': 'responsibility_assignment'}; {'rule': ""North star goals must address: merchant's goal, pain being solved, and reason for purchase"", 'type': 'explicit', 'category': 'goal_definition'}; {'rule': 'Opt-out clause existence must be verified and documented', 'type': 'explicit', 'category': 'contractual_terms'}; {'rule': 'Current DSO (Days Sales Outstanding) baseline must be documented', 'type': 'implicit', 'category': 'success_metrics'}; {'rule': 'Target DSO improvement goals must be established', 'type': 'implicit', 'category': 'success_metrics'}","{'exception': ""Opt Out Date field is conditional - only required '[If Exists]'"", 'condition': 'Depends on contract terms negotiated with merchant'}; {'exception': 'Some fields may remain empty if not applicable (e.g., ERP, Tax Integration fields are blank in this example)', 'condition': 'Not all merchants may have these systems or integrations'}; {'exception': ""Billing POC is listed as 'Etc' suggesting this role may vary or have multiple contacts"", 'condition': 'Organizational structure varies by merchant'}","{'element': 'Timeline dates (Demo, Scoping, MSA, Kick Off, Go Live)', 'customization': ""Unique to each merchant's sales cycle and implementation schedule""}; {'element': 'Key personnel names, titles, and LinkedIn profiles', 'customization': ""Varies by merchant's organizational structure""}; {'element': 'Company summary including revenue, profitability, team size, and business model', 'customization': 'Unique business context for each merchant'}; {'element': 'Current DSO metrics and target improvement goals', 'customization': ""Baseline and targets vary based on merchant's current state and industry""}; {'element': 'Specific pain points (e.g., invoice factoring service, interest payments)', 'customization': 'Each merchant has unique operational challenges'}; {'element': 'ERP and Tax Integration systems', 'customization': 'Technology stack varies by merchant'}; {'element': 'North star goals and reasons for purchasing', 'customization': 'Strategic objectives differ per merchant'}; {'element': 'Opt-out clause presence', 'customization': 'Contract terms negotiated individually'}",0.92
Merchant Info Sheet - Lawtrades(1)_chunk_1,Merchant Info Sheet - Lawtrades(1),"Contract Processing and Billing Term Setup; Customer Creation and Maintenance; Hourly Fee Billing Models (Normal, Discounted, Upfront Flat Fee); Date Calculations and Period Management; Event Types and Integration Items for Legal Professionals","Customer billing email and billing address must match the contract for every new contract; Service Start Date defaults to Engagement Start Date in Statement of Work section; If Engagement Start Date is mid-month (e.g., 11/18/24), use first day of that month (11/1/24); If no date listed, default to the date contract was uploaded to garage; Contracts with start dates in closed periods must use first day of open period; Billing Start Date is the 1st of the month for the Engagement Start Date; Total Months of Service defaults to 12 unless otherwise specified; Frequency defaults to monthly unless contract specifies semi-monthly; Net Terms default to 30 unless otherwise listed; All USAGE BTs must select 'Bill last of period'; Event type name must match the engaged legal professional name; Integration item name must match the legal professional name in contract; Complimentary Hours must be billed as negative discount billing term; Complimentary Hours total price equals hourly rate times number of hours; Complimentary Hours billing and service start dates match hourly usage BT; Complimentary Hours frequency matches hourly usage BT; Complimentary Hours number of periods is always 1; For Normal Hourly Fee: Billing type is Unit Price; For Normal Hourly Fee: Total Price uses the hourly rate; For Normal Hourly Fee: Description format is '[rate]/hr' (e.g., '$100/hr'); If Service Start Date is not on 1st of month, add 1 to total months of service for number of periods; For MONTHLY contracts: if 12 months service and start date not on 1st, periods = 13; For SEMI-MONTHLY contracts: if 12 months service and start date not on 1st, periods = 25 (12 × 2 + 1); For Discounted Hourly Fee: use the discounted rate, do not add additional discounts; Billing Timing must be set to 'Bill Last of Period'","If integration item does not exist, leave blank, continue processing, and flag to team; If contract explicitly states term length, use that instead of 12-month default; Mid-month start dates require backdating to 1st of month; Start dates in closed periods require adjustment to first day of open period; Semi-monthly billing requires different period calculation formula than monthly; Discounted Hourly Fee includes automatic generation of 'Minimum hours requirement' Flat BTs (can be ignored); Number of periods calculation only applies when Service Start Date is not on 1st of month","Merchant factors invoices through OatFi (integrated with existing stack); Uses 'garage' system for contract management and customer updates; Statement of Work section location (generally at bottom of contract); Three billing model options: Normal Hourly Fee, Discounted Hourly Fee, Upfront Flat Fee + Hourly Fee; Specific field names: 'Engagement Start Date', 'Statement of Work', 'Work Term'; Uses 'Usage AI tab' after BT creation; Legal professional names used as event types and integration items; Garage example references for different fee structures; Close period vs open period concept for accounting; Complimentary hours as a merchant offering requiring special billing treatment",0.92
Merchant Info Sheet - Lawtrades(1)_chunk_3,Merchant Info Sheet - Lawtrades(1),Upfront contract processing and payment management; Default operational settings and parameters; Post-processing communications and notifications; Merchant-specific feature requests and integrations; Customer relationship management and special handling,"Upfront Fee amount must match the Service period amount; Service period should match contract by default; When adding more hours to upfront contracts: identify customer by email address, add new upfront payment BT with same requirements; If original usage RS BT is over or has less than 6 months left, extend another year (unless different timeframe specified); Update BT price if rate changes per email; Update Usage AI threshold to new upfront payment amount; Default Service Term: 1 Year (if none listed); Default Net Payment Terms: 30 days; Default Billing Frequency: Monthly (if none listed); Default tax handling: every tax line item becomes a BT; Customer Success (Azmat Aziz) needs to be notified in Messari internal merchant channel when contracts are processed in Active phase",Sometimes upfront contracts require additional hours added via email (non-standard process); Different timeframes can be specified in email for contract extensions (overrides default 1-year extension); Rate changes can be communicated via email and must be reflected in BT updates; Special memo requirements for certain invoices based on merchant-customer relationship; Invoice changes may be required due to merchant customer relationship dynamics,"OatFi Integration feature request: merchant factors invoices through OatFi for upfront cash, has 60-day DSO issue, timeline March; Professional Services request: merchant wants Tabs to run all billing instead of hiring billing manager, GS acting as AR clerk; Potential upsell opportunity in March; Billing model: bill for percentage of hours worked by lawyers, sometimes tiered; Relationship note: Ashni's uncle is COO, GS built strong relationship during sales; Merchant has bad DSO (Days Sales Outstanding) of 60 days; Specific call recordings referenced for merchant history (6/13/24, 6/26/24)",0.85
Merchant Info Sheet - Lawtrades(1)_chunk_4,Merchant Info Sheet - Lawtrades(1),Stakeholder Management and Decision-Making; Product Feature Priorities; Client Capacity and Project Hesitancy; Financial and Contract Management Tools,"Jerry and Ashish are the primary decision-makers (buyers) for this account; Key decision-makers must be identified for each merchant engagement; Product demonstrations should prioritize: Contract Management, automated invoicing, Rev Rec, and ARR Reporting features; Client capacity and workload should be assessed when proposing new projects; Stakeholder personality traits and working styles should be documented for account management","Jerry may be hesitant to take on projects due to high workload - requires additional consideration when timing proposals; Despite being 'wishy washy', Jerry is classified as 'easy to work with' - suggests flexibility in approach despite indecisiveness","Specific POC names: Jerry and Ashish (merchant-specific contacts); Jerry's personality traits: 'wishy washy', 'easy to work with', 'has a lot on his plate'; Feature priority list specific to this merchant's needs: Contract Management, automated invoicing, Rev Rec, ARR Reporting; Decision-making structure: dual decision-makers rather than single authority",0.85
Merchant Info Sheet - Lawtrades(1)_chunk_2,Merchant Info Sheet - Lawtrades(1),Billing Transaction (BT) Configuration for Legal Services; Usage-Based Billing with Minimum Requirements and Thresholds; Upfront Fee and Prepaid Hours Management; Discounted vs. Overage Rate Structures; Usage AI Integration and Automation,"For minimum requirements: Toggle ON 'Has use minimum', 'True up to meet minimum', and 'Minimum is fixed'; Minimum amount calculation: hourly rate × (weekly minimum hours × number of weeks in billing period); Semi-monthly calculation uses 2 weeks, monthly uses 4 weeks; Service period must match contract period (default setting); Always hit SAVE after configuration; Create THREE BTs by default: (1) Upfront Fee, (2) Discounted hourly rate, (3) Overage hourly rate; If discounted rate equals overage rate OR no overage rate mentioned: create only 2 BTs (upfront + hourly); BT #1 (Upfront): Billing type = Flat, Frequency = None, Billing Timing = Bill first of period; BT #1 Total Price: Calculate as hours bought × price per hour if not explicitly listed; BT #2 (Discounted): Billing type = UNIT, append ' - 1' to item name, Billing Timing = Bill Last of Period; BT #2 Event naming: '[Legal Professional Name] - 1' with spaces around the dash; BT #2 Months of Service: Default to 12 months unless explicitly stated otherwise; BT #2 Billing start date: Start on 1st of the month of SOW start date (for monthly/semi-monthly); BT #2 Number of Periods adjustment: If service start date isn't on 1st, subtract 1 from total months; Monthly contracts: # of periods = months of service + 1 (if not starting on 1st); Semi-monthly contracts: # of periods = (months of service × 2) + 1 (if not starting on 1st); BT #2 Frequency: Default to monthly if not listed, use semi-monthly if specified; BT #2 Net terms: 30 days unless otherwise specified; BT #3 (Overage): Duplicate BT #2, append ' - 2' to item name instead of ' - 1'; BT #3 Event naming: '[Legal Professional Name] - 2' with spaces around the dash; BT #3 Price: Use post-usage rate if different from upfront calculation rate; Description format for rates: '[amount]/hr' (e.g., '67/hr'); For Usage AI with threshold: Move switch to 'Has Threshold'; Threshold configuration: Select only DISCOUNTED hourly usage BT (the ' - 1' version); Threshold period: Full service term (default setting); Charges overage: Toggle ON (default setting); Threshold adjustment name: 'Prepaid hours'; Threshold amount: hourly rate × number of hours allocated; Integration item must be consistent across BTs and Usage AI (Name of legal professional); Automatically generated 'Prepaid Hours' negative Flat BTs can be ignored when referencing","If discounted rate equals overage rate OR no overage rate is mentioned: Only create 2 BTs instead of 3, omit ' - 1' and ' - 2' suffixes; If service start date is NOT on the 1st of the month: Add 1 to the number of periods calculation; If total upfront price is explicitly listed: Use that instead of calculating hours × rate; If term length is explicitly stated: Use that instead of defaulting to 12 months; If net terms are specified in contract: Use those instead of default 30 days; If frequency is specified as semi-monthly: Use that instead of monthly default; Post-usage rate section: Use this rate for overage (BT #3) when it differs from upfront calculation rate","Legal professional names (e.g., 'Magdalena Soria') - varies per engagement; Hourly rates (discounted, standard, overage) - contract-specific; Upfront fee amounts and prepaid hours - contract-specific; Weekly minimum hours requirement - contract-specific; Billing frequency (monthly vs. semi-monthly) - contract-specific; Service term length and start dates - contract-specific; Net payment terms - may vary from default 30 days; Integration item naming (must match legal professional name); Event naming conventions (must match legal professional with suffix); Number of weeks in billing period (2 for semi-monthly, 4 for monthly); Contract-specific minimum hours requirements and calculations",0.92
VieFUND MIS (Beacon)_chunk_0,VieFUND MIS (Beacon),Billing Transaction (BT) Classification and Inclusion Criteria; License Fee and Pricing Structure Configuration; Date and Timing Rules for Service and Billing; Tiered Pricing and Usage-Based Billing Models; Exclusions and Special Case Handling,"Include all available BTs: optional, additional, and case-by-case charges; Exclude 'included' BTs from consideration; BTs are typically embedded in text rather than presented in tables; All usage BTs must be billed monthly in arrears; License Fee item name should be clean and short, using best judgment from listed name; License Fee quantity is always set to 1; Service Start Date defaults to signature date, or contract effective date if signature unavailable; Billing Start Date is always the 1st of the month, even if revenue starts mid-month; Months of Service should match contract term length found in the Term clause; For time-limited BTs (e.g., 6 months), match that specific duration; Usage BTs have Monthly frequency; one-time charges have None frequency; Default to Net 15 payment terms if not explicitly stated; When unit price has a range (e.g., 150-200 per hour), set to 1; Report fee should be $250 flat BT with NONE frequency if available; Hourly rate should be configured as monthly BT in arrears","Exclude: Late Fees, Travel Expenses, Returned Payment, Report Modification, Data Conversion, Onsite Charges; Exclude any charges listed under 'Additional Charges' section; Must include if present: KYP Tool, Kronos Responsive App, Data Conversion Product (set to $1 if no price listed); Tiered pricing requires special handling: cascading tier_unit BT structure (example: 10-tier structure for nominee plans with decreasing per-unit costs); Mid-month revenue start still triggers billing on 1st of that month","Contract signature date location may vary by merchant; Term clause location and format (referenced as 'Term' clause with specific numbering like '13 Term'); Payment schedule clause naming and location (example: 'А 3 - Payment Schedule'); Specific product names: VieFUND, KYP Tool, Kronos Responsive App; Net payment terms vary by contract (need to locate payment clause); Tiered pricing structures and thresholds are merchant/product-specific; 'Additional Charges' section location and naming conventions; Invoice delivery and payment timing language may vary",0.85
StrongArm MIS (real one)_chunk_1,StrongArm MIS (real one),Notification and Communication Protocols; Merchant Relationship Management; Contract and Billing Complexity; Feature Requirements and Customization; Stakeholder Identification and Management,"{'rule': 'Customer Success (Azmat Aziz) must be notified in the Messari internal merchant channel when contracts are processed', 'trigger': 'Merchant Phase: Active', 'type': 'notification_requirement'}; {'rule': 'Implementation Success team is responsible for filling customer information section', 'type': 'role_responsibility'}; {'rule': 'AE Implementation Success team is responsible for filling Feature Requests section', 'type': 'role_responsibility'}; {'rule': 'AE Implementation Success team is responsible for filling Rewatch Calls section', 'type': 'role_responsibility'}; {'rule': 'AE Implementation team is responsible for filling Notes sections', 'type': 'role_responsibility'}; {'rule': 'Ops International Team should ignore Notes sections', 'type': 'role_exclusion'}; {'rule': 'Document must capture merchant temperament assessment', 'type': 'relationship_documentation'}; {'rule': 'Document must identify key POC (buyer/decision maker)', 'type': 'stakeholder_documentation'}; {'rule': 'Document must identify Tabs features that key POC cares about', 'type': 'feature_documentation'}","{'exception': 'Certain invoices require special memos due to merchant customer relationship', 'context': 'Invoice processing may have merchant-specific requirements'}; {'exception': 'Some contracts have complex parent-child relationships', 'context': 'Billing complexity varies by merchant structure'}; {'exception': 'Merchant bills out of multiple systems (QB and HS)', 'context': 'Billing system integration may vary by merchant'}; {'exception': 'Hardware and software contracts may be handled differently', 'context': 'Contract type affects processing'}","{'element': 'Notification recipient', 'example': 'Customer Success [Azmat Aziz]', 'customizable': True}; {'element': 'Key stakeholders and roles', 'example': 'Alex Teller (President), Mike Angwin (Head of Fin), Taylor Feldt-Hjelvik (Accountant)', 'customizable': True}; {'element': 'Merchant temperament description', 'example': 'feels like a friends and family partner', 'customizable': True}; {'element': 'Key POC identification', 'example': 'Alex Teller', 'customizable': True}; {'element': 'Feature priorities', 'example': 'Ability to manage bespoke contracts', 'customizable': True}; {'element': 'Billing systems used', 'example': 'QB and HS', 'customizable': True}; {'element': 'Contract structure complexity', 'example': 'parent-child relationships, hardware/software split', 'customizable': True}; {'element': 'Special invoice memo requirements', 'customizable': True}; {'element': 'Communication channel location', 'example': 'Messari internal merchant channel, Slack Channel', 'customizable': True}",0.85
StrongArm MIS (real one)_chunk_0,StrongArm MIS (real one),Contract Timeline and Milestones; Customer and Contract Data Mapping; Billing Configuration and Processing Rules; Integration and System Setup; Stakeholder Communication and Coordination,"{'category': 'Customer Creation', 'rule': 'All customers exist in QBO and should not need to be created in Tabs', 'action': 'If customer cannot be found in QBO, create in Garage'}; {'category': 'Data Mapping', 'rule': ""Customer name is found in 'Client' field (first row in Order Form)""}; {'category': 'Data Mapping', 'rule': ""Start date for invoicing and revenue is 'Order Form Effective Date'""}; {'category': 'Data Mapping', 'rule': ""Term length is found in 'Order Form Term'""}; {'category': 'Data Mapping', 'rule': ""Item Name comes from left-most column in order form (e.g., 'Access' or 'Expenses')""}; {'category': 'Data Mapping', 'rule': 'Amount comes from right-most column in order form'}; {'category': 'Processing Exclusions', 'rule': ""Ignore billing terms where Fee is 'WAIVED', 'INCLUDED', or 'N/A'""}; {'category': 'Payment Terms', 'rule': 'Default Net Payment Terms: 30 days'}; {'category': 'Service Terms', 'rule': ""Default Service Term is stated in 'Order Form Term'""}; {'category': 'Billing Frequency', 'rule': 'Use Section 3 Payment Terms to find specific payment schedule'}; {'category': 'Tax Handling', 'rule': 'No tax line items to be processed (N/A)'}; {'category': 'Opt Out Clause', 'rule': 'No opt out clause exists for this merchant'}","{'condition': 'Customer not found in QBO', 'action': 'Create customer in Garage instead of Tabs'}; {'condition': ""Fee marked as 'WAIVED', 'INCLUDED', or 'N/A'"", 'action': 'Ignore these billing terms during processing'}; {'condition': 'Billing model varies by customer', 'note': 'Merchant bills differently depending on the customer - very bespoke approach'}","{'element': 'Company Profile', 'details': 'StrongArm sells Hardware/Software for warehouse safety'}; {'element': 'ERP System', 'details': 'Uses QuickBooks Online (QBO) as primary customer database'}; {'element': 'Order Form Structure', 'details': 'Specific column layout: left-most for Item Name, right-most for Amount'}; {'element': 'Order Form Fields', 'details': ""Custom fields include 'Client', 'Order Form Effective Date', 'Order Form Term', 'Section 3 Payment Terms'""}; {'element': 'Billing Model', 'details': 'Bespoke billing that changes depending on the customer'}; {'element': 'Integration Items', 'details': 'Pending - waiting on customer to fill out, will update Ashni Waliaw when available'}; {'element': 'Key Dates', 'details': 'Demo: Oct 9, 2024; MSA: Dec 24, 2024; Kick Off: Jan 6, 2025; Go Live: Jan 20, 2025'}; {'element': 'Events Billing', 'details': 'Not applicable for this merchant'}",0.92
MIS BuildClinical_chunk_0,MIS BuildClinical,Merchant Onboarding Timeline and Milestones; Stakeholder Identification and Roles; Contract Processing and Subscription Management; Billing Model and Revenue Recognition; Bulk Processing Workflow for Implementation,"Slack notification must be sent after any contract or amendment is processed; Start date shifts the entire schedule by default unless service period is explicitly increased; For bulk processing, all contracts must be found in a designated sheet; A sub-customer must be created for each contract during bulk processing; Sub-customer naming convention: Study ID (mapped from contract file name); Parent customer matching: Use last name of doctor from file name and QBO custom name if not auto-matched; All contracts require at least 2 touch points during processing (original document + subsequent amendments); BT Rev Schedule must be created with Start date, End date, and Price from contract/sheet; Revenue schedule BT start date must match the Start Date in sheet; Revenue schedule BT end date must match the End Date in sheet; Contracts are laid out as monthly price, billed monthly","Service period can be increased instead of shifted if explicitly specified (exception to default start date shift behavior); Parent customer auto-matching may fail, requiring manual matching via doctor's last name; Opt out clause may exist - if present, specific merchant requirements must be tracked to prevent exercise of clause","Demo date, Scoping start date, MSA Signature Date, Onboarding Kick Off Date, Opt Out Date, Go Live Date; GTM POC and Implementation POC assignments; ERP system type; Tax Integration requirements; Key personnel: Accountant, CFO, Customer service rep, Account Receivable POC, Billing POC; Company summary and goals (North star); Pain points being solved and purchase rationale; Opt out clause terms and conditions; Unique customer creation process requirements; Billing model specifics; Contract structure and breakdown; One-off merchant-specific considerations; Study ID mapping methodology; Contract file naming conventions",0.85
MIS BuildClinical_chunk_1,MIS BuildClinical,Initial contract processing and billing setup; IRB approval amendment and recurring billing commencement; Revenue schedule and billing term management; Study pause amendments and fee processing; Timing differences between revenue recognition and billing dates,"Initial processing only handles the first invoice, not recurring billing; Create 1 non-recurring BT for monthly amount with Item Name 'BuildClinical Platform'; Rev schedule start date is 3 months after signature date for 1 month duration; BT start date is date of receipt, non-recurring for 0 months; Rev schedule start date and BT start dates are different for initial processing; Number of invoices for initial processing is 1; Bill on start date for initial processing; Discounts should not be included in BT, only process total amount; Do not process extra charges (campaign materials, professional services, pause fee) until amendment is received; All contracts will receive IRB Approval amendment at some point (typically 1-6 months from execution); For IRB approval: create new rev schedule BT for recurring monthly billing; IRB approval BT start date is amendment start date plus 1 month; Rev schedule dates are number of months in contract minus 1; First month is already accounted for in the deposit; If service period not in contract, check PO at end of contract PDF; If no specific service term, default to 12 months; Number of invoices equals number of months specified in contract/PO or default to 12; Billing setting for IRB approval: Bill in advance, due on start of period; Discounts not included in BT for IRB approval amendments",Rev schedule start date and BT start dates differ in initial processing (3 months after signature vs date of receipt); Service term may be found in PO instead of contract if not specified in contract; Default to 12 months if no service term is specified in contract or PO; First month billing is handled differently (already accounted for in deposit) requiring minus 1 calculation; Pause study amendments require multiple processing steps and special handling (reference to LOOM VIDEO and example); Additional charges outlined in contracts are not processed initially but wait for specific amendments,BuildClinical Platform - specific product/service name used as Item Name and Integration item; IRB Approval - industry-specific milestone (clinical research/trials); Study pause functionality - specific to clinical trial management; Deposit structure tied to first month of service; Campaign materials and professional services as add-on charges; Tabs - appears to be internal system or team name receiving amendments via email; BT (likely Billing Template or Billing Transaction) - internal terminology; Rev schedule - internal revenue schedule terminology; Amendment-based billing trigger system,0.85
